Produce_Type,Harvest_Date,Measurement_Date,Initial_Brix_Level,Initial_Weight,Initial_Damage_Score,Pretreatment,Avg_Temp_C,Avg_Humidity_%,Packaging,Age_at_Measurement,Remaining_Shelf_Life_Days
potato,2025-09-11,2025-11-03,6.5,378.3,3.03,none,,75.18849622944848,perforated_bag,53,0.0
banana,2025-10-25,2025-11-02,18.9,91.1,0.15,pre-cooled,6.1750530128564325,67.55215793273473,carton,8,4.232096216877642
potato,2025-09-19,2025-11-04,5.4,332.3,3.07,pre-cooled,8.639425567989601,,perforated_bag,46,5.005066771357062
grape,2025-10-01,2025-11-02,22.3,306.2,2.2,pre-cooled,3.1684478837288474,64.0541346044707,carton,32,0.0
strawberry,2025-08-23,2025-11-03,7.5,300.3,3.21,none,15.967443602761065,39.01761632114183,loose,72,0.0
tomato,2025-10-21,2025-11-03,3.1,157.5,0.25,,4.142382981553231,70.69843364408163,perforated_bag,13,4.696821474696572
grape,2025-10-02,2025-11-04,18.9,226.3,1.37,,11.85940653238983,91.15582823548232,perforated_bag,33,0.0
grape,2025-10-23,2025-11-03,23.7,284.5,0.4,pre-cooled,6.01647765073018,70.24294736268803,sealed_punnet,11,6.5737386887922336
potato,2025-09-05,2025-11-03,4.5,389.0,2.51,pre-cooled,7.682758343823716,72.0451968197084,sealed_punnet,59,0.0
grape,2025-08-30,2025-11-02,18.7,339.5,1.65,waxed,1.3810004421800404,60.13722970049706,sealed_punnet,64,0.0
grape,2025-09-04,2025-11-02,18.1,218.1,1.19,waxed,0.5968267975417829,69.57326200265979,carton,59,0.0
tomato,2025-08-19,2025-11-03,3.6,133.3,1.15,washed,8.884265056102628,56.752759530992606,sealed_punnet,76,0.0
apple,2025-08-17,2025-11-02,13.7,146.2,,waxed,12.403838539994284,94.58347454220593,perforated_bag,77,0.0
apple,2025-09-22,2025-11-04,15.2,137.0,0.98,washed,9.063545192237331,92.69116700263287,perforated_bag,43,0.0
banana,2025-10-13,2025-11-02,20.9,167.7,0.13,waxed,7.13130118170656,74.70737186315021,carton,20,0.0
grape,2025-10-18,2025-11-02,19.9,352.0,3.59,none,6.721413747990621,50.802547525882375,sealed_punnet,15,0.0
strawberry,2025-09-19,2025-11-02,9.4,259.8,2.32,waxed,7.210646318770696,73.48726716346488,perforated_bag,44,0.0
banana,2025-08-22,2025-11-04,22.3,152.3,0.93,,11.871190921624924,72.58585589579793,sealed_punnet,74,0.0
tomato,2025-09-01,2025-11-04,4.2,81.7,2.57,washed,16.765625226880434,66.15702504116751,loose,64,0.0
tomto,2025-11-02,2025-10-23,6.1,181.5,0.62,none,15.485514279541363,74.18944591926365,loose,10,2.5676449561225314
potato,2025-10-28,2025-11-03,5.4,177.7,0.1,washed,3.9744651750768556,73.55481329284483,sealed_punnet,6,46.565404315919075
grape,2025-09-25,2025-11-02,16.6,,0.46,none,5.462368576123834,75.82512699323189,carton,38,0.0
strawberry,2025-09-01,2025-11-02,,269.1,2.4,waxed,16.147374209658743,57.674086334726354,loose,62,0.0
orange,2025-09-17,2025-11-03,12.6,185.4,,pre-cooled,3.4359811650857495,,carton,47,0.0
tomato,2025-10-29,2025-11-02,6.3,176.5,3.27,none,11.228490386549241,65.26453800295532,perforated_bag,4,11.545010984705232
tomato,2025-09-03,2025-11-04,3.5,155.5,0.74,none,0.49997650648070113,74.7191613440702,carton,62,0.0
strawberry,2025-09-09,2025-11-04,,175.5,0.28,pre-cooled,16.125491323338174,49.594437411469194,loose,56,0.0
orange,2025-10-10,2025-11-02,12.6,169.1,1.32,none,11.20202719087502,71.33965998466478,loose,23,6.564717250720424
banana,2025-09-15,2025-11-02,,158.5,,waxed,11.861589938364682,87.36130721806218,perforated_bag,48,0.0
apple,2025-10-26,2025-11-02,12.2,244.4,1.42,none,6.247560703025621,76.39776969766235,perforated_bag,7,30.239187675767415
potato,2025-10-30,2025-11-02,7.4,203.0,1.02,washed,,87.35121821948528,carton,3,49.43242196270946
strawberry,2025-10-17,2025-11-02,6.5,312.9,2.75,pre-cooled,5.772707140393621,59.46241233983936,carton,16,0.0
orange,2025-10-03,2025-11-02,,167.8,1.22,pre-cooled,1.8938863693209953,76.92292978141896,sealed_punnet,30,3.87983230828906
tomato,2025-10-13,2025-11-02,5.0,128.5,0.47,none,6.989062721092637,57.25680101591978,loose,20,0.0
strawberry,2025-09-28,2025-11-02,7.2,343.5,1.7,washed,8.060076906377157,95.0,perforated_bag,35,0.0
tomato,2025-10-25,2025-11-04,3.5,111.9,2.32,washed,12.09808328846995,68.07433483160185,loose,10,3.429938336316507
banana,2025-09-24,2025-11-03,23.8,166.2,0.28,none,5.031081919233462,,perforated_bag,40,0.0
banana,2025-09-03,2025-11-03,18.4,110.5,0.58,pre-cooled,,40.78915225828182,loose,61,0.0
orange,2025-09-27,2025-11-04,9.3,167.5,1.47,waxed,5.677322604423274,80.37090833061144,carton,38,0.0
apple,2025-09-15,2025-11-02,14.9,202.7,,waxed,6.729139612975064,,perforated_bag,48,0.0
grape,2025-10-07,2025-11-02,23.1,397.7,0.11,pre-cooled,8.545686103427244,72.37021196219322,sealed_punnet,26,0.0
apple,2025-10-24,2025-11-02,13.0,208.4,,waxed,16.358154886779094,58.923389728819416,perforated_bag,9,29.103713697363226
strawberry,2025-09-28,2025-11-03,6.7,261.4,1.3,pre-cooled,5.529453562423013,69.362998249421,perforated_bag,36,0.0
apple,2025-08-20,2025-11-04,30.0,197.2,2.09,washed,10.354213079082879,59.01875648116253,perforated_bag,76,0.0
tomato,2025-10-19,2025-11-02,6.9,170.9,2.28,none,0.16551621034339092,75.26681057110535,perforated_bag,14,0.9062132690066549
apple,2025-10-15,2025-11-03,30.0,,,waxed,,65.43563623181991,perforated_bag,19,21.75914106061752
potato,2025-10-16,2025-11-03,7.4,332.2,0.41,pre-cooled,5.377567431948382,68.04328622151797,sealed_punnet,18,36.30336917896646
apple,2025-09-27,2025-11-03,12.4,239.5,0.72,waxed,5.801602156122533,71.41659847978778,carton,37,3.4946678657191708
grape,2025-09-05,2025-11-02,18.9,425.6,2.31,waxed,1.1902185995521517,76.00520094508163,carton,58,0.0
potto,2025-09-13,2025-11-04,4.9,159.7,0.49,pre-cooled,8.677792014897928,75.14273067836434,,52,1.2385301298438505
apple,2025-10-12,2025-11-02,13.5,187.2,5.0,pre-cooled,11.05293164509225,,loose,21,14.059770017052898
grape,2025-08-25,2025-11-02,22.2,316.7,2.97,waxed,2.0090591227830306,73.10879609222967,sealed_punnet,69,0.0
apple,2025-10-20,2025-11-04,10.4,,2.06,washed,5.372450441587968,55.60522152818086,loose,15,19.735971266106787
grape,2025-08-31,2025-11-02,22.2,379.1,0.42,waxed,12.994740733982473,74.82938630186585,loose,63,0.0
potato,2025-10-12,2025-11-03,4.2,393.3,0.01,washed,9.262644706748318,68.28284160456327,loose,22,23.003207642048356
orange,2025-10-16,2025-11-04,12.0,230.3,0.38,waxed,2.7425246133444436,81.79373282956503,carton,19,13.014180742095997
banana,2025-09-08,2025-11-02,23.4,32.52,0.76,,,70.39736598416677,carton,55,0.0
apple,2025-09-12,2025-11-04,,,2.27,waxed,11.406494425294337,78.83100212073221,carton,53,0.0
orange,2025-10-14,2025-11-03,12.0,133.3,5.0,waxed,9.155842853168757,65.01939372685587,sealed_punnet,20,12.552551205865928
grape,2025-08-22,2025-11-02,19.7,472.3,3.34,washed,17.409710298704248,,loose,72,0.0
tomato,2025-10-13,2025-11-02,4.3,197.4,2.05,pre-cooled,4.3250947381619085,63.99845767028305,carton,20,0.0
tomato,2025-09-20,2025-11-02,3.7,174.3,0.66,none,-1.0,74.25124061793511,carton,43,0.0
orange,2025-08-29,2025-11-04,11.8,226.2,2.15,waxed,4.410631266595953,55.71564959032069,loose,67,0.0
tomato,2025-09-25,2025-11-02,6.2,,0.46,none,5.2861693579587765,77.69024068137533,,38,0.0
strawberry,2025-10-22,2025-11-04,8.7,349.2,2.49,none,8.08043673574198,71.07987360080871,carton,13,0.0
grape,2025-08-30,2025-11-02,18.3,257.4,3.73,pre-cooled,6.209240546523147,68.60235472555867,carton,64,0.0
apple,2025-09-07,2025-11-03,14.1,163.2,1.21,waxed,5.856794147790809,57.92642042407053,perforated_bag,57,0.0
potato,2025-09-14,2025-11-02,5.7,337.7,1.05,,,80.20968165574828,carton,49,3.8867587860189645
strawberry,2025-09-30,2025-11-02,6.7,392.7,1.12,washed,12.163984977057932,50.898055983599164,loose,33,0.0
tomato,2025-09-09,2025-11-03,,104.6,0.14,waxed,3.5669701527360527,58.38756837293578,perforated_bag,55,0.0
orange,2025-09-13,2025-11-02,9.3,243.7,0.8,none,3.83478733998824,76.76820872139398,carton,50,0.0
apple,2025-09-15,2025-11-03,13.7,160.7,2.43,washed,12.75964558896467,85.13675740543863,perforated_bag,49,0.0
tomato,2025-08-21,2025-11-04,3.8,150.5,,pre-cooled,14.757381376197616,64.08707059680596,loose,75,0.0
apple,2025-11-02,2025-11-03,15.7,171.9,0.96,none,6.6915272136447514,58.76444761976867,perforated_bag,1,38.75715292411909
orange,2025-08-18,2025-11-04,9.4,217.3,1.24,washed,11.88223924562881,57.90774890516597,loose,78,0.0
orange,2025-09-30,2025-11-02,11.5,202.9,2.73,waxed,6.047422632335518,74.13244249451056,sealed_punnet,33,0.0
orange,2025-10-19,2025-11-02,10.1,152.2,1.31,pre-cooled,3.6487030032408105,68.0945894768374,carton,14,18.311533907835475
banana,2025-09-17,2025-11-02,22.9,173.9,0.26,washed,7.223630347125964,,carton,46,0.0
orange,2025-09-06,2025-11-02,10.5,239.7,3.3,washed,4.946855583285673,75.37937835447602,perforated_bag,57,0.0
strawberry,2025-10-05,2025-11-02,7.8,307.6,2.78,waxed,17.534823831513208,67.69423994893285,loose,28,0.0
strawberry,2025-09-30,2025-11-03,7.8,,1.43,waxed,4.3513285922742595,83.59587886979801,carton,34,0.0
strawberry,2025-09-26,2025-11-02,7.6,313.8,0.68,none,,71.23867619025864,sealed_punnet,37,0.0
tomato,2025-10-29,2025-11-04,6.3,162.2,1.01,pre-cooled,8.371115688155134,78.4005129456889,sealed_punnet,6,11.00948840127086
strawberry,2025-10-15,2025-11-03,7.4,357.1,0.7,pre-cooled,-0.5792108102009514,80.328333007968,perforated_bag,19,0.0
potato,2025-08-20,2025-11-04,7.8,369.1,1.12,waxed,6.257679018879991,52.80699627252465,carton,76,0.0
tomato,2025-09-25,2025-11-04,6.4,183.1,0.95,pre-cooled,,83.46997087689459,carton,40,0.0
tomato,2025-10-22,2025-11-02,3.9,94.1,,washed,2.2220505853689936,65.81313488513905,perforated_bag,11,2.5420842693876358
potato,2025-10-22,2025-11-04,5.4,176.3,1.54,washed,5.156941058185243,79.24966116247545,carton,13,35.767839481409595
strawberry,2025-10-15,2025-11-04,6.9,390.0,3.18,none,1.867147497737288,69.35225995829057,carton,20,0.0
tomato,2025-10-01,2025-11-03,3.7,140.0,,pre-cooled,9.257780088968392,85.55218851331043,carton,33,0.0
orange,2025-09-22,2025-11-04,10.3,138.6,0.47,pre-cooled,,77.55383755674318,perforated_bag,43,0.0
apple,2025-08-25,2025-11-04,10.1,223.1,1.34,waxed,-1.0,77.59573561480221,perforated_bag,71,0.0
strawberry,2025-09-15,2025-11-02,9.3,71.06,1.33,pre-cooled,,,loose,48,0.0
apple,2025-09-02,2025-11-03,15.3,180.6,1.17,none,7.001183590685619,72.02389037883304,carton,62,0.0
grape,2025-08-24,2025-11-04,23.7,173.3,0.75,pre-cooled,11.393723528821138,52.53110666015395,perforated_bag,72,0.0
strawberry,2025-09-01,2025-11-03,7.4,,1.17,none,3.6885127544912404,68.11282333577086,perforated_bag,63,0.0
orange,2025-09-07,2025-11-03,10.9,120.7,2.33,waxed,7.954565974018517,63.62314329575183,sealed_punnet,57,0.0
potato,2025-10-29,2025-11-02,7.0,350.8,0.38,none,,79.14647985104783,carton,4,45.83185689067281
strawberry,2025-09-15,2025-11-02,9.6,337.5,1.67,pre-cooled,4.670867936614553,70.20507032600757,sealed_punnet,48,0.0
tomato,2025-09-13,2025-11-02,,136.9,0.47,none,11.593875170469236,86.09929595880337,carton,50,0.0
potato,2025-10-10,2025-11-04,7.6,276.8,0.52,washed,,43.1331957698563,loose,25,25.386861838601245
grape,2025-09-12,2025-11-02,18.1,478.7,0.25,washed,8.77981652413322,64.01449159193605,sealed_punnet,51,0.0
grape,2025-10-19,2025-11-02,,,2.24,pre-cooled,14.316031460495616,43.59434632247705,loose,14,0.0
apple,2025-10-20,2025-11-04,12.6,124.0,1.01,pre-cooled,7.2528783663711796,100.0,loose,15,26.532177981049244
banana,2025-10-31,2025-11-02,23.3,119.3,1.88,none,8.037428326314586,71.97954500510136,sealed_punnet,2,8.192463514284201
apple,2025-09-19,2025-11-04,14.8,231.5,1.28,none,9.484196362294218,66.88742880862807,sealed_punnet,46,0.0
tomato,2025-11-02,2025-11-03,4.3,158.5,2.37,waxed,7.001579899705604,89.31366781831184,sealed_punnet,1,15.818320290215215
orange,2025-10-31,2025-11-02,11.5,232.4,5.0,washed,12.285645207549965,95.0,,2,25.385050317268817
potato,2025-10-04,2025-11-04,7.7,235.5,1.62,washed,-3.4764305455880073,82.03641615793175,carton,31,20.546745458617924
banana,2025-09-18,2025-11-04,22.1,123.6,0.84,none,11.540925931955965,94.54157433750287,perforated_bag,47,0.0
potato,2025-09-10,2025-11-02,4.6,309.0,2.85,washed,2.16968114360674,61.88317249533216,carton,53,0.0
orange,2025-09-29,2025-11-02,9.1,221.3,1.89,washed,4.480742585991782,,perforated_bag,34,0.0
orange,2025-09-01,2025-11-02,10.6,140.0,5.0,pre-cooled,7.499299315488067,65.1973882370249,sealed_punnet,62,0.0
tomato,2025-09-18,2025-11-03,3.1,,1.21,pre-cooled,10.977643895069392,54.41033317058205,loose,46,0.0
tomato,2025-08-26,2025-11-03,6.5,20.72,1.0,none,9.045066736527598,79.28790639938724,perforated_bag,69,0.0
orange,2025-08-17,2025-11-04,12.9,180.5,2.76,waxed,4.105266812504006,77.53165238037981,,79,0.0
graepe,2025-10-29,2025-11-02,23.5,179.8,1.84,waxed,4.546113707988107,78.43067008925935,carton,4,11.727787907357818
orange,2025-10-13,2025-11-04,12.9,218.7,1.11,,1.3541451034087597,72.4382024750462,sealed_punnet,22,7.681226105454442
orange,2025-09-01,2025-11-04,9.5,153.3,0.63,none,4.611552940981467,64.85065193690359,carton,64,0.0
banana,2025-10-18,2025-11-02,23.2,103.9,0.51,waxed,6.544279860341915,70.87002177856566,carton,15,0.0
potato,2025-09-20,2025-11-02,6.0,186.0,0.42,waxed,5.549687335243486,77.36417862359933,sealed_punnet,43,10.475801117257118
apple,2025-10-28,2025-11-03,10.3,174.4,0.8,waxed,0.6712609996006442,84.15390275560162,carton,6,37.276749534759595
apple,2025-09-12,2025-11-02,13.2,229.2,,pre-cooled,20.205797695457868,55.03054598465345,loose,51,0.0
strawberry,2025-10-19,2025-11-03,7.9,359.6,,washed,8.535473913552964,74.4759554942253,sealed_punnet,15,0.0
potato,2025-10-09,2025-11-03,4.8,387.9,1.9,washed,9.16329496491978,70.08438841401916,sealed_punnet,25,27.006966785625494
grape,2025-09-26,2025-11-03,19.0,381.6,0.21,waxed,14.503835661448253,77.95624488747094,perforated_bag,38,0.0
grape,2025-10-12,2025-11-04,18.3,474.5,0.91,none,9.163411200706829,79.41986006395031,perforated_bag,23,0.0
grape,2025-10-05,2025-11-02,20.5,445.8,1.12,waxed,13.102707135069334,51.38497331102878,loose,28,0.0
strawberry,2025-10-17,2025-11-04,7.1,150.2,2.22,none,3.0664883988861433,71.39352087933808,carton,18,0.0
potato,2025-09-05,2025-11-04,4.4,271.5,,washed,9.686941507467186,54.12972981397931,sealed_punnet,60,0.0
apple,2025-08-24,2025-11-03,10.9,183.3,1.15,waxed,3.8013213428183223,90.91019305775117,sealed_punnet,71,0.0
grape,2025-08-30,2025-11-04,20.9,468.7,0.06,washed,10.165013334625343,76.41257140087463,carton,66,0.0
banana,2025-11-01,2025-11-03,19.0,92.2,1.14,waxed,8.007383820924023,86.99638079185914,perforated_bag,2,8.468677584666834
potato,2025-09-16,2025-11-04,,248.0,0.39,washed,,70.83805595114745,sealed_punnet,49,3.3736522316447153
tomato,2025-10-16,2025-11-02,4.5,87.9,1.55,waxed,4.661271977340746,82.42859479577231,carton,17,0.0
grape,2025-09-03,2025-11-04,23.7,,1.32,none,9.887615345589044,73.05302703883318,sealed_punnet,62,0.0
orange,2025-09-11,2025-11-04,10.1,156.6,2.21,washed,4.688876301550788,63.97609976135209,loose,54,0.0
strawberry,2025-08-17,2025-11-04,7.8,215.3,1.12,pre-cooled,,68.9601937403077,perforated_bag,79,0.0
strawberry,2025-08-22,2025-11-04,9.9,,1.82,none,2.535915772101402,64.04599096990763,sealed_punnet,74,0.0
strawberry,2025-09-12,2025-11-02,9.6,354.4,4.44,none,1.1085802688545794,79.66670981966081,carton,51,0.0
tomato,2025-10-02,2025-11-03,5.8,112.6,2.32,pre-cooled,-1.5870908675669808,56.75808009140803,loose,32,0.0
tomato,2025-10-01,2025-11-02,,114.6,0.78,pre-cooled,2.8303270717192417,78.5250496835688,sealed_punnet,32,0.0
strawberry,2025-09-30,2025-11-04,9.6,236.0,0.46,none,1.1256060296910322,76.22843438540198,sealed_punnet,35,0.0
grape,2025-08-31,2025-11-03,19.2,264.4,1.81,pre-cooled,0.7992417348748546,82.32492102779803,perforated_bag,64,0.0
apple,2025-10-26,2025-11-03,15.9,,1.28,washed,7.519100932578763,64.7190359217807,sealed_punnet,8,34.10284456578619
grape,2025-11-01,2025-11-03,17.4,348.8,1.5,pre-cooled,15.010591601962417,48.57697847973317,loose,2,9.290393179041512
grape,2025-10-07,2025-11-04,19.7,229.3,1.04,pre-cooled,7.351966666003964,76.29500451008099,sealed_punnet,28,0.0
apple,2025-10-06,2025-11-02,12.1,167.1,,none,1.810784044246538,74.06363811260829,perforated_bag,27,9.385961801169623
apple,2025-10-28,2025-11-03,11.3,169.5,1.32,pre-cooled,4.089989714982863,87.33817232089294,sealed_punnet,6,37.2537432813412
apple,2025-09-28,2025-11-04,13.2,124.2,2.07,washed,17.769503671278734,62.285086679100694,loose,37,0.0
potato,2025-09-13,2025-11-02,4.3,254.4,2.15,pre-cooled,6.7503128340198035,92.23465340067102,perforated_bag,50,2.31480337759343
ornge,2025-09-12,2025-11-04,10.6,228.4,0.19,pre-cooled,6.470918882905303,82.14609790636618,sealed_punnet,53,0.0
potato,2025-10-26,2025-11-03,6.6,167.5,0.35,pre-cooled,14.939746303347235,66.43227906173207,perforated_bag,8,42.15559473033828
grape,2025-08-30,2025-11-04,23.0,345.0,1.42,pre-cooled,6.000701389102009,56.49293741467392,loose,66,0.0
potato,2025-08-20,2025-11-04,6.5,250.8,,waxed,6.675792351742649,81.9272275511686,carton,76,0.0
apple,2025-10-01,2025-11-02,15.0,190.2,1.12,washed,5.10420978717112,77.74027352672086,sealed_punnet,32,10.709133964796408
orange,2025-08-23,2025-11-04,11.1,160.1,0.12,washed,5.830234533300312,87.18970789793663,carton,73,0.0
strawberry,2025-10-13,2025-11-04,7.4,317.8,3.97,none,10.522900676741052,68.0784778792311,sealed_punnet,22,0.0
grape,2025-08-17,2025-11-04,21.5,192.1,0.3,waxed,,85.70610559979187,sealed_punnet,79,0.0
apple,2025-09-21,2025-11-03,12.5,218.4,0.57,waxed,5.016529420971909,71.61506035707703,carton,43,0.0
banana,2025-09-12,2025-11-03,18.1,165.1,2.14,pre-cooled,9.582192580767314,52.65399699414215,loose,52,0.0
apple,2025-10-01,2025-11-04,12.4,123.7,1.18,none,8.333924502079403,,perforated_bag,34,4.374420075681473
apple,2025-10-10,2025-11-04,15.8,190.7,,washed,0.806396089665224,89.94938227453235,sealed_punnet,25,14.034444561515649
banana,2025-08-24,2025-11-03,,164.9,0.77,none,5.479125787209572,75.6992926714064,perforated_bag,71,0.0
strawberry,2025-08-31,2025-11-02,30.0,367.7,0.97,washed,7.557338525770682,66.03357772684792,perforated_bag,63,0.0
strawberry,2025-09-19,2025-11-02,6.6,217.0,2.08,waxed,,68.9349661178426,perforated_bag,44,0.0
strawberry,2025-10-30,2025-11-04,6.8,310.4,0.56,none,4.539714291315489,90.67796131196472,perforated_bag,5,1.0036599622078608
tomato,2025-10-02,2025-11-04,5.7,178.9,2.18,washed,4.99025905058786,84.75312458477978,perforated_bag,33,0.0
potato,2025-10-06,2025-11-02,8.0,189.1,1.15,washed,3.9124157395656733,,sealed_punnet,27,25.88921468712088
apple,2025-08-27,2025-11-04,12.5,175.6,0.74,,,87.37982203846612,loose,69,0.0
apple,2025-10-19,2025-11-02,13.3,221.3,2.23,washed,6.6291398975921005,84.28045071005693,sealed_punnet,14,24.67082588605678
potato,2025-09-04,2025-11-04,,319.1,2.07,none,-4.030985415375594,84.00398588395063,sealed_punnet,61,0.0
banana,2025-09-19,2025-11-03,19.4,152.3,0.62,none,8.751945484076327,84.17967670666363,sealed_punnet,45,0.0
banana,2025-10-17,2025-11-04,23.1,94.0,0.47,,8.085608700251997,77.83751023661502,,18,0.0
grape,2025-08-22,2025-11-04,16.7,240.5,1.37,pre-cooled,1.4256685249150465,56.19881872877223,loose,74,0.0
orange,2025-09-21,2025-11-04,12.9,126.6,0.32,none,,85.07443973195198,sealed_punnet,44,0.0
orange,2025-09-25,2025-11-04,10.4,,0.6,none,15.804568193191178,76.96304416924356,perforated_bag,40,0.0
grape,2025-10-11,2025-11-03,22.3,386.7,1.82,pre-cooled,3.80053140867001,,sealed_punnet,23,0.0
graepe,2025-11-03,2025-11-04,21.1,357.7,0.38,none,,67.83175688612494,loose,1,8.21549794595532
orange,2025-09-12,2025-11-03,9.4,228.1,0.96,pre-cooled,,66.21676922820261,carton,52,0.0
grape,2025-10-03,2025-11-02,16.0,399.2,1.79,pre-cooled,13.43566677061493,55.46934412309248,loose,30,0.0
grape,2025-08-20,2025-11-03,20.4,283.0,1.44,none,6.4028894917433785,66.38296929743741,carton,75,0.0
apple,2025-10-27,2025-11-04,,233.6,1.79,,4.214689684056829,74.68487675576976,sealed_punnet,8,34.4387325081103
apple,2025-10-09,2025-11-04,14.1,161.0,0.5,waxed,1.352093924406832,91.76393027208204,perforated_bag,26,13.650481436007542
potto,2025-09-19,2025-11-02,7.5,275.0,2.75,pre-cooled,,85.35724642583033,sealed_punnet,44,7.0727231567933435
potato,2025-11-01,2025-11-04,7.4,199.1,0.45,pre-cooled,7.348421738496921,95.0,sealed_punnet,3,54.158675982608614
potato,2025-09-22,2025-11-04,4.9,309.4,,none,4.073416042397186,86.80490877972962,carton,43,4.19156630310008
strawberry,2025-09-10,2025-11-04,9.6,352.5,0.2,washed,1.0536417410534682,70.96525945662702,loose,55,0.0
orange,2025-09-14,2025-11-03,11.2,166.6,0.51,,10.098463884820944,80.98739015993141,carton,50,0.0
orange,2025-09-11,2025-11-03,10.6,241.5,4.64,pre-cooled,1.6900017181574505,72.1561535039349,sealed_punnet,53,0.0
orange,2025-08-19,2025-11-03,11.0,141.0,0.85,none,,73.18614596890714,carton,76,0.0
tomato,2025-10-25,2025-11-02,5.6,133.0,0.28,waxed,0.9379669586678689,57.0610750213211,carton,8,7.619337933521098
grape,2025-08-20,2025-11-04,20.7,290.5,0.81,waxed,7.532588967444953,95.0,sealed_punnet,76,0.0
banana,2025-10-22,2025-11-02,23.2,141.9,3.58,none,3.106386615269426,95.0,carton,11,0.0
apple,2025-10-28,2025-11-03,11.8,138.7,2.72,none,18.95366243795771,57.54845600037795,loose,6,28.582753318866345
orange,2025-10-28,2025-11-02,12.3,130.4,,waxed,5.07006028800501,66.0670709020305,loose,5,24.807363203084584
